,pubMed,clinicTrial,pubMed_Title,pubMed_keywords,clinicTrial_Title,clinicTrial_keywords,keywords_common
148,432,774,pacemaker pocket stabilization utilizing a novel envelope and a three-point anchoring technique,novel symptoms sided pacemaker aortic . presented old dual left stabilization implantation three outcome superior reinforce group along silver aziyo surrounding stabilitypacemaker pocket risk cava man point biologics high envelope pocket immediately threevalve possible spring persistent forming suture abated infection year anchoring tissue utilizing tavr technique vena mortality indolent inc vascularized silk device chamber,mechanisms of anti-inflammation and membrane stabilization in muscular dystrophy,muscular dystrophy mouse model duchenne muscular dystrophy primary myocardial diseases next generation sequencing live cell imaging mutant strains mice mouse model next generation muscular dystrophies muscular atrophymuscular dystrophy membrane stabilization mechanisms inflammation anti,stabilization
149,871,619,lateral thoracotomy for epicardial pacemaker placement in patients with congenital heart disease,cardiac tissue datum prior revisions atrial least including achieve inherited congenital %) method 19 pacemaker therapy epicardial thoracotomy lead ) risk 49 years 20 operation arrhythmia 1 lateral patientscardiac median high conclusion ventricular pocket leads 17 crt 10 adequate years scar syndromes placement disease device year heart attempted avoiding including pacemakers syndromesepicardial pacing age,the genomic basis of congenital heart disease and neurodevelopmental outcomes,functional magnetic resonance imaging genome wide association study magnetic resonance spectroscopy magnetic resonance imaging copy number polymorphism congenital heart defects public health relevance chromatin remodeling factor cell differentiation process cardiac surgery procedurescongenital heart disease neurodevelopmental outcomes genomic basis,disease cardiac congenital heart
150,396,416,prevalence of and risk factors for permanent pacemaker implantation after aortic valve replacement,system whole intervention may aortic cardiac percutaneous affect implantation tavr elective factors outcome savr coronary replacement ). artery pacemaker aortic group grafting <. without risk logistic analysis preoperative p concomitant included undergoing high multivariable disturbances importantly savr risk prevalencevalve bypass requiring permanent qualitypermanent year tavr vs 0001 using conduction mortality 5807 patients group valve regression identified,innate and adaptive immune-cell densities as risk factors for heart failure,peripheral blood mononuclear cell specific qualifier value operative surgical procedures congestive heart failure immune cell activation experimental animal model natural killer cells coronary heart disease novel therapeutic intervention left ventricular dysfunctionrisk factors heart failure cell densities adaptive immune innate,coronary factors intervention
151,79,932,role of i(f) density on electrical action potential of bio-engineered cardiac pacemaker: a simulation study,action study pacemaker inevitable cardiac datum electrical genetically manipulating potential biocardiac could method pacemaker therapy non risk density simulation studies alternative high conclusion suppressingengineered f implantable crt previous failure pacemaking year heart cells biological experimental drawbacks role device,estrogen receptor-alpha effects on right ventricular vascular density and angiogenesis in pulmonary hypertension,bone morphogenetic protein receptors chronic obstructive airway disease sleep apnea syndromes gonadal steroid hormones right ventricular hypertrophy right ventricular dysfunction new therapeutic target estrogen receptor alpha pulmonary artery structure right ventricular functionright ventricular vascular density pulmonary hypertension estrogen receptor alpha effects angiogenesis,density
152,593,323,performance of leadless pacemaker in japanese patients vs. rest of the world - results from a global clinical trial,leadless system pacemaker system aortic results performancevalve nct02004873 implantation pacing thresholds including outcome trial pacemaker group characteristics risk low throughout included anticoagulation transcatheter specific id intracardiac high ratejapanese remained rest vs baseline gov global % japanese complication 7 year tavr world performance clinical 38 p stable mortality major patients enrolled follow strategy,atherosclerosis in risk communities - field center - cohort visit 7period of performance - november 1 2017 - december 15 2019,united states national institutes candidate disease gene coronary heart disease prospective cohort study heart failure ancillary study vital status rural setting risk marker risk factorscohort visit 7period risk communities november 1 field center december 15 performance atherosclerosis 2019 2017,performance risk
153,505,23,atrial high-rate event incidence and predictors in patients with permanent pacemaker implantation,001 analysis pacemaker regression cardiac ablation cox implantation block atrial event symptomatic two ventricular revealed pacemaker according fibrillation multivariate atrioventricular ahre patientsatrial complete high due ≥ + n sinus year permanent sick - implantation groups nrate heart 175 syndrome bpm predictors incidence case chamber,early case management on recovery from a cardiac event in women,systolic heart failure emergency department visit cardiovascular risk factor randomized controlled trials cardiac surgery procedures revascularization surgery cardiovascular system vulnerable populations underrepresented populations research proposalsearly case management cardiac event women recovery,event cardiac heart case
154,340,590,pacemaker lead related myocardial perforation,kiviniemi pacemaker involves cardiac . 1999 2012 chest 30 cardiac ablation perforationatrial block issue right ). rhythm myocardial ventricular problems disorders ‑ lead fibrillation 2015 greenspon shingaki 12 kirkfeldt 2014 ventricular abnormal within electrocardiogrampacemaker typically days placement year radiography related perforation et heart treat visualize al case leading,camaro-esrd: cardiac arrhythmia monitoring and related outcomes in end stage renal disease patients,end stage renal failure sudden cardiac death prospective cohort study heart failure death rate wireless technology weight gain sample size racial difference public healthend stage renal disease patients cardiac arrhythmia monitoring related outcomes esrd camaro,cardiac related heart
155,7,467,atrioventricular block after tricuspid valve surgery,datum tv block set blockcardiac valve incidencetricuspid method pacemaker therapy surgery risk atrioventricular requirement high conclusion determine conduction crt high year whether tricuspid postoperative valve device tv,small and large animal surgery physiology and histology,program research project grants operative surgical procedures program development surgical models research personnel research infrastructure research design vertebral column treatment strategy treatment efficacylarge animal surgery small physiology histology,surgery
156,196,384,effect of peer support on health outcomes in patients with cardiac pacemaker implantation: a randomized controlled trial,program randomized cardiac based patients datum implantation received trial method pacemaker group therapy telephone support risk self health routine controlled high conclusion conventional effectcardiac nurse provided among support crt care measures groupcardiac year care improves education outcomes peer usual device group,role of statins in slowing rheumatic heart disease (rhd) progression: a feasibility study for a randomized controlled trial,18 year old aortic valve disorder randomized controlled trials heart valve diseases randomized clinical trials rheumatic heart disease mitral valve rheumatic fever heart valves heart failureslowing rheumatic heart disease randomized controlled trial feasibility study statins role rhd progression,randomized trial year controlled
157,472,408,subacute right ventricle perforation: a pacemaker lead complication,echocardiography %- hours pacemaker showed penetration 24 cardiac active ablation block right myocardial apex ventricular pacemaker perforation lead fibrillation transthoracic lead may 7 fixation confirmed ventricular within 10 days ventricle year complicationatrial perforation 7 subacute occurs heart caused failure case perforationsubacute,heart failure in single right ventricle physiology: pathologic mechanisms and novel assessment,united states national institutes operative surgical procedures 5 year old matrix metalloproteinases pathway matrix metalloproteinase inhibitor magnetic resonance imaging cardiac muscle contraction institutional clinical trial congenital heart disorder right ventricular structuresingle right ventricle physiology pathologic mechanisms novel assessment heart failure,cardiac year failure heart ventricle ventricular right
158,398,13,cardiac strangulation: an atypical complication from epicardial pacemaker leads in a newborn,month pacemaker cardiac cardiac pulmonary ablation case revealed block compression pacing right outflow ventricular pacemaker epicardial causing atypical fibrillation newbornatrial annulus ventricular postsurgery leads year stenosis tract structuresepicardial strangulation heart arising strangulation progressive valve complication,disparities in the effect of state policy for the newborn screening for critical congenital heart diseases,health care service utilization new york city health care model health care availability operative surgical procedures pregnancy related death congenital heart disorder social health determinants prenatal care pregnancy ratecritical congenital heart diseases state policy newborn screening effect disparities,heart
159,257,681,the use of ultrasound to improve axillary vein access and minimize complications during pacemaker implantation,minimize patientimprove pacemaker since 24 cardiac consecutive ablation patients data report implantation block access minutes ventricular retrospective pacemaker fibrillation recommends states 403 included united rates 18 vein guided axillary use ultrasoundatrial year implementing complication complications success collection heart per including one operator rate case,mapping 3d mechanical strains during embryonic heart formation to improve the structure and function of engineered human heart muscle,step dentin bonding system induced pluripotent stem cell science ) embryonic development stem cell differentiation pluripotent stem cells cell culture system extracellular matrix proteins cell differentiation process congenital heart defects cardiac tissue engineeringmapping 3d mechanical strains engineered human heart muscle embryonic heart formation structure improve function,cardiac heart
160,673,76,management and outcome of topical beta-blocker-induced atrioventricular block,may hours ophthalmic patient blockercardiac datum implantation block atrioventricular glaucoma symptomatic thirteen persisted training pacemaker method therapy risk cause occursinduced atrioventricular block complete high conclusion ersek degree beyond crt management subjects developed required topical year beta siyami abnormalities severe 72 av using conduction outcome patients device,novel approach to enhance myocardial performance and improve heart failure outcome,induced pluripotent stem cell electronic health record academic medical centers congestive heart failure new therapeutic target cell physiology cell line heart failure therapeutic target treatment failureimprove heart failure outcome enhance myocardial performance novel approach,outcome
161,189,229,a combination of rare complications 3 years after a dual-chamber pacemaker implantation,lung may pacemaker showed frequently remains cardiac ablation chest diffuse implantation block atrial pacing right complications ventricular pacemaker impedance leadrare lobe bleeding dual fibrillation cause values combinationatrial wall 3 years year developed asymptomatic implantation hemoptysis heart pain stable progressive interrogation middle threshold case chamber,targetable and inhalable nanoparticle based combination therapy for pah,public health relevance pulmonary artery structure drug delivery systems pulmonary arterial hypertension endothelin receptor antagonist cuprozinc superoxide dismutase combined modality therapy systemic blood pressure inhalation drug administration pulmonary heart diseaseinhalable nanoparticle based combination therapy targetable pah,heart
162,50,846,end-of-life management of leadless cardiac pacemaker therapy,leadless endatrial pacemaker available cardiac cardiac functioning ablation results case block strategies life complications ventricular promising pacemaker additional therapy pacemakers fibrillation chronically although analysis retrieval prospective term demonstrate studies management year suggested implanted adjacent retrieve retrieval heart clinically limits pacemakers compriseleadless initial feasibility device associated,small molecule therapy for the treatment of heart failure,2 +)- transporting atpase pregnane x receptor congestive heart failure research clinical testing heart failure heart function united states treatment strategy toxic effect small moleculesmall molecule therapy heart failure treatment,therapy heart
163,32,618,cardiac pacing in cardioinhibitory syncope in children,settingcardioinhibitory syncope pacemaker unnecessary cardiac style clock manifest gene mediated mouse activity pacemaker paced changes exceptionally 2 simple childrencircadian cell expression median less ventricular vasodilatory cases present stimulation leipzig bradycardia component scn sufficient heart often severe rhythm center rate pacing age vagally life,pharmacogenetics and personalized medicine after cardiac surgery in children,specific qualifier value operative surgical procedures computerized medical record 1 year old multiple drug use cardiac surgery procedures mass spectrum analysis congenital heart disorder clinical decision support candidate disease genepersonalized medicine cardiac surgery pharmacogenetics children,cardiac heart
164,195,11,evaluation of safety and feasibility of leadless pacemaker implantation following the removal of an infected pacemaker,leadless electrode pacemaker provide effective datum stable implantation bag options evaluationcardiac following pacing method safety pacemaker therapy without immediate pacemakers risk high conclusion pacemakerleadless remained crt systemic removal original infection year safe followed implantation infected patients capsular pacemakers feasibility device,the use of blood cells as a biomarker in a porcine model of co poisoning with evaluation of an engineered succinate-prodrug,cytochrome c oxidase reactive oxygen species oxygen therapy care nervous system trauma diagnostic cancer imaging carbon monoxide poisoning therapeutic clinical trial carbon monoxide hyperbaric oxygen united statesporcine model engineered succinate co poisoning blood cells use prodrug evaluation biomarker,therapy
165,171,572,complex regional pain syndrome type i following pacemaker implantation,sympathetic type symptoms showed hand since woman month presented old datum block pain regional suggestive fingers demineralisation right months method pacemaker therapy ) risk bone complex density 1 complete high conclusion improved implanted implantationcardiac crt dystrophy reflex dramaticallycomplex decreased permanent year 2 heart past syndrome following syndrome device,university of louisville regional clinical center for the cctrn,left ventricular assist device thoracic surgical procedures oncogene protein c cardiovascular surgical procedures phase 3 study phase 2 study phase 1 study cardiac surgery procedures stem cell therapy stem cell populationlouisville regional clinical center university cctrn,2 regional device therapy 1
166,796,40,impact of bedrest on cardiovascular events and complications associated with temporary pacemakers in patients waiting for permanent pacemaker implantation,study bedrest prevent pacemaker cardiac events events ablation implantation block impact waiting examined complications two ventricular retrospective using pacemaker bedrestatrial according cardiovascular bedrest could logistic fibrillation analysis decrease occurredpermanent temporary worsening year failure cohort study evaluated whether heart groups heart adverse patients pacemakers case regression associated,evaluating the impact of singing interventions on markers of cardiovascular health in older patients with cardiovascular disease,chronic obstructive airway disease health care settings chronic lung disease heart rate variability cardiovascular stress test clinical trials design disease rate cardiovascular health lung diseases clinical trialssinging interventions older patients cardiovascular health cardiovascular disease markers impact evaluating,patients cardiovascular impact heart
167,699,877,inappropriate rate response in a leadless pacemaker due to automatic rate profile optimization,leadless living aortic programming acceleration implantation options optimization duevalve outcome activity pacemaker daily group elderly ) risk setpoints rateautomatic ™ inappropriate sedentary desired high medtronic 3 lr detected rate patient sensor various accelerometer year axis tavr sensor describe mortality micra profile response convert,development and application of a metabolomic profile of chronic distress to cardiometabolic risk,american heart association sympathetic nervous system high throughput technology traumatic stress disorders coronary heart disease premature aging syndrome premature mortality cardiovascular system high risk small moleculemetabolomic profile chronic distress cardiometabolic risk development application,high profile risk mortality
168,979,805,clinical investigation of temporary heart pacemaker for emergency treatment of patients with acute and severe cardiovascular diseases,investigation pacemaker cardiac ablation cases patients block received ratetemporary total traditional ). ventricular ) control cardiovascular fibrillation 1 rescue acuteatrial observation diseases case ventricular improved emergency temporary treatment year cardio 2 heart severe clinical heart rate case group,genetics pathophysiology and treatment of recessive autoinflammatory diseases,glycogen storage disease type iv united states national institutes ribosomal protein s6 kinase peripheral blood mononuclear cell immunologic deficiency syndromes guanosine triphosphate phosphohydrolases developmental delay disorders common variable immunodeficiency adenosine deaminase deficiency 14 year oldrecessive autoinflammatory diseases treatment pathophysiology genetics,treatment year diseases
169,80,505,syncope due to acute rheumatic fever with pacemaker-like syndrome,echocardiography prolonged pacemaker showed 24 cardiac ablation turk pr hemodynamic rheumatic block revealed 2019 recording impairments pediatr rhythm causes ventricular accompanying fibrillation syncope atrioventricular lead j acute pacemakeratrial fever impairmentacute degree hours due year like fever dissociation findings heart extremely caused syndrome interval holter interval case,metabolomic analyses for the prognosis of acute coronary syndrome,united states national institutes molecular targeted therapies coronary care units acute coronary syndrome coronary heart disease research project grants cardiovascular risk factor applications grants cardiovascular system cardiovascular diseasesacute coronary syndrome metabolomic analyses prognosis,acute syndrome heart
170,726,145,inappropriate activation of pacemaker magnet response mode by cpap masks,positive mode density maskscircadian pacemaker eventspacemaker cardiac events outpatient pressure devices mask clock gene activation mouse field activity cpap interrogation inappropriate cell expression routine measured activate response airway within proximity magnetic due continuous positioning implanted adjacent sufficient electronic scn transiently mode positioned magnet one rhythm device,camkii activation and regulation in adult cardiac myocytes,2 +)- calmodulin dependent protein kinase dependent protein kinase ii fluorescence resonance energy transfer dependent protein kinases translational protein processing nitric oxide synthase translational modification site targeted treatment reperfusion therapy muscle cellsadult cardiac myocytes camkii activation regulation,cardiac activation
171,691,921,dynamics of pka phosphorylation and gain of function in cardiac pacemaker cells: a computational model analysis,nucleotidecomputational model shorter pacemaker cardiac . cardiac +)- clock ablation gain block function dynamicsatrial tachycardia lakatta ). ventricular cyclic pacemaker numerical pka firing fibrillation analysis phosphorylation model spontaneous clock beating year cell 2 e cells ac heart ap +) rate interval activated case membrane,precision cardiac ct: development of a computational platform for optimizing imaging,ray computed tomography temporal measurement smartphone application protocols documentation positioning attribute morphologic artifacts medical imaging manufacturer name individual patient imaging techniquesprecision cardiac ct optimizing imaging computational platform development,cardiac
172,648,166,cardiac devices with class 1c antiarrhythmics: a potentially toxic combination,output bpm evidence dysfunction patient cardiac presented combination aortic implantation revealed atrial outcome class toxic pacemaker group lead support h 120 normalised risk haemodynamic function maximum systolic 1c invasive ventricular devicesvalve high consistent within regular flutter significantly ).potentially taking increasing year fibrillation tavr flecainide 72 new undiagnosed mortality antiarrhythmics interrogation paroxysmal,elucidating the role of class i hdacs in cardiac ischemia reperfusion injury,mitochondrial permeability transition pore public health relevance percutaneous coronary intervention mass spectrum analysis fatty acid oxidation cardiac catheterization procedures histone deacetylase inhibitor acute myocardial infarction left ventricular function mitochondrial proteinscardiac ischemia reperfusion injury role hdacs elucidating class,cardiac function ventricular class
173,514,288,complications and risk assessment of 25 years in pediatric pacing,pacemaker cardiac cardiac patient population ablation prior data left implantation block function systems pacing thresholds including ). ventricular pacemaker box fibrillation impaired require included exchange endocardial complicationsatrial ventricular demographic age thrombosis previous surgery requires facing years year occurred pediatric operationrisk heart 25 venous assessment pacing increased case revision,assessment of low-dose radiation risk and mechanisms of individual radiosensitivity,single photon emission computed tomography induced pluripotent stem cell peripheral blood mononuclear cell ray computed tomography small interfering rna small hairpin rna candidate disease gene radiation induced damage gene expression profile radiation adverse effectdose radiation risk individual radiosensitivity mechanisms low assessment,assessment
174,440,48,lifetime risks of valvular heart disease and pacemaker use in patients with ankylosing spondylitis,cardiac range datum 279 odds us medicare 191 ). ratio method pacemaker would 19 703 therapy adjusted risk ranged 261 lifetime patientscardiac inform risks high without ankylosing spondylitis conclusion beneficiaries among screening 183 patient crt use 149valvular use 1 disease ratios device year help whether groups heart per 211 patients 4 000 208 versus 100 age identified,understanding and addressing risks of low socioeconomic status and diabetes for heart failure,community based participatory research computerized medical record randomized controlled trials social health determinants community health aides low socioeconomic status dependent diabetes mellitus health care availability ethnic minority population community healthlow socioeconomic status heart failure addressing risks understanding diabetes,risks heart
175,764,218,lyme carditis with complete heart block: management with an external pacemaker,pacemaker active datum antibiotic block pacing achieve method therapy diagnosis carditis risk resolution lead favorable fixation complete high conclusion prompt lyme externalized initiation external crt option device continued till permanent year modality timely heart supportive conduction managementcardiac blockcomplete prognosis feasible,internal and external validation of a porcine dystrophinopathy model,united states national institutes science ) etiology duchenne muscular dystrophy becker muscular dystrophy sudden cardiac death skeletal muscle wasting skeletal muscle injury skeletal muscle muscular dystrophies muscular atrophyporcine dystrophinopathy model external validation internal,external
176,351,984,guideline-based indications on pacing and icd-therapy,datum method icds 77 therapy risk germany 953 high conclusion icd implanted 2016based crt 293 indications year guidelinecardiac pacemakers 28 pacing device,development of single-screen clinical decision support to increase guideline-based weight management and comorbidity care,psychology ) consensus decision support systems decision support model electronic health record weight maintenance regimen obesity associated disease clinical decision support blood pressure regulation heart disease risk primary health carescreen clinical decision support based weight management increase guideline comorbidity care single development,risk
177,606,745,medium-long-term mortality and change in functional status in elderly patients with pacemaker,frequent old pacemaker aortic patients long implantation observational atrial pacing vvi including 70 outcome pacemaker oldterm medium group elderly risk years fibrillation electrocardiogram blockage atrioventricular implants high hospital changevalve ventricular response degree acted slow year study tavr abnormalities university mortality status center 80 functional chamber,diagnosis of heart failure status using epidermal metabolomics,left ventricular assist device nuclear magnetic resonance cardiac resynchronization therapy metabolic abnormality assessment small molecule protocols documentation pilot projects patient stratification patient care metabolic profileheart failure status using epidermal metabolomics diagnosis,status ventricular
178,951,523,design and application of a novel gastric pacemaker,model propagation pacemaker activity user events simplified clock electrical gene bidomain increased patterns dysrhythmias mouse activity bioelectrical cell applicationcircadian expression abnormal graphical slow entrain interfacenovel scn known new omnipresent correct wave rhythm gastric design,blr&d research career scientist award application,epidermal growth factor receptor tyrosine kinase inhibitor epidermal growth factor receptor negative invasive breast carcinoma tyrosine kinase inhibitor renal artery stenosis medical care costs dna sequence alteration cardiovascular risk factor cardiac catheterization procedures american cancer societyresearch career scientist award application blr,
179,635,100,a case of complete heart block with diagnostic challenge and therapeutic dilemma,prophylactic symptomaticcomplete caseatrial asymptomatic challenge congenital pacemaker cardiac ablation block eventually congenital either ventricular pacemaker certain therapy dilemma junctional fibrillation block escape complete initiate year dilemma therapeutic meet diagnostic heart heart arises criteria rhythm case become,therapeutic mechanisms of cardiac progenitors in ischemic cardiomyopathy,derived growth factor alpha receptor biological response modifier therapy stem cell factor small hairpin rna novel therapeutic intervention cell therapy messenger rna stem cells cell type cell transplantstherapeutic mechanisms ischemic cardiomyopathy cardiac progenitors,therapeutic cardiac therapy
180,809,969,longitudinal outcomes of epicardial and endocardial pacemaker leads in the adult fontan patient,6 aortic 610 5 implantation outcome longevity earliest fontan pacemaker epicardialvalve group 8 risk 18 1 report reportsendocardial longitudinal high 3 leads patient 1 compared adult ω longevity year 583 259 similar tavr generator outcomes ± mortality interrogation 12 versus 156 device,the clinical impact of longitudinal measures of cardiac and pulmonary vascular morphology in smokers,health care service utilization chronic obstructive airway disease ray computed tomography environmental air flow beam computed tomography magnetic resonance imaging right ventricular structure lung cancer screening cardiac catheterization procedures pulmonary vascular resistancepulmonary vascular morphology longitudinal measures clinical impact smokers cardiac,longitudinal
181,834,473,spontaneous subclavian venous occlusion before electronic device implantation,occlusion cardiac datum implantation occlusion factor subclavian method therapy risk placementspontaneous may high conclusion spontaneous implantationcardiac implantable crt precludes device placement sometimes risk year electronic venography prior venous undergo device,phosphodiesterases restrict spontaneous beating of cardiac pacemaker cells,ryanodine receptor calcium release channel fluorescence resonance energy transfer phosphoric diester hydrolase dependent protein kinases protein phosphatase inhibitor left ventricular structure potassium channel ion channel ryanodine receptors adrenergic receptorphosphodiesterases restrict spontaneous beating cardiac pacemaker cells,cardiac spontaneous
